0;25.0;1
0;125.0;1
0;250.0;1
0;100.0;1
0;475.0;1
0;125.0;1
0;225.0;1
0;25.0;1
0;0.0;1
0;275.0;1
0;50.0;1
0;150.0;1
0;25.0;1
0;125.0;1
0;50.0;1
0;150.0;1
0;0.0;1
0;225.0;1
0;25.0;1
0;175.0;1
0;600.0;1
0;150.0;1
0;75.0;1
0;75.0;1
0;225.0;1
0;100.0;1
0;475.0;1
0;125.0;1
0;200.0;1
0;100.0;1
0;175.0;1
0;125.0;1
0;75.0;1
0;150.0;1
0;75.0;1
0;475.0;1
0;75.0;1
0;125.0;1
0;125.0;1
0;50.0;1
0;175.0;1
0;275.0;1
0;275.0;1
0;200.0;1
0;125.0;1
0;200.0;1
0;0.0;1
0;150.0;1
0;75.0;1
0;250.0;1
0;25.0;1
0;150.0;1
0;125.0;1
0;600.0;1
0;525.0;1
0;25.0;1
0;175.0;1
0;100.0;1
0;75.0;1
0;75.0;1
0;0.0;1
0;50.0;1
0;300.0;1
0;75.0;1
0;200.0;1
0;450.0;1
0;300.0;1
0;150.0;1
0;100.0;1
0;100.0;1
0;375.0;1
0;150.0;1
0;600.0;1
0;25.0;1
0;275.0;1
0;50.0;1
0;0.0;1
0;25.0;1
0;200.0;1
0;275.0;1
0;50.0;1
0;75.0;1
0;75.0;1
0;125.0;1
0;175.0;1
0;75.0;1
0;75.0;1
0;25.0;1
0;550.0;1
0;150.0;1
0;125.0;1
0;75.0;1
0;400.0;1
0;100.0;1
0;100.0;1
0;200.0;1
0;75.0;1
0;250.0;1
0;150.0;1
0;200.0;1
0;200.0;1
0;250.0;1
0;175.0;1
0;75.0;1
0;125.0;1
0;325.0;1
0;150.0;1
0;725.0;1
0;50.0;1
0;225.0;1
0;425.0;1
0;125.0;1
0;75.0;1
0;50.0;1
0;50.0;1
105;50.0;0.999894999999997
473;100.0;0.9995269999999864
864;25.0;0.9991359999999752
1195;50.0;0.9988049999999656
1591;50.0;0.9984089999999542
1977;25.0;0.9980229999999432
2384;125.0;0.9976159999999314
2762;125.0;0.9972379999999206
3149;0.0;0.9968509999999094
3676;300.0;0.9963239999998943
4123;100.0;0.9958769999998814
4585;125.0;0.9954149999998682
5058;225.0;0.9949419999998546
5378;75.0;0.9946219999998454
5752;125.0;0.9942479999998346
6289;250.0;0.9937109999998192
6716;75.0;0.9932839999998069
7198;200.0;0.992801999999793
7604;75.0;0.9923959999997813
7979;50.0;0.9920209999997706
8479;150.0;0.9915209999997562
8829;150.0;0.9911709999997461
9367;175.0;0.9906329999997306
9886;600.0;0.9901139999997157
10254;0.0;0.9897459999997051
10660;100.0;0.9893399999996935
11075;175.0;0.9889249999996815
11474;150.0;0.9885259999996701
12050;575.0;0.9879499999996535
12439;25.0;0.9875609999996423
12877;200.0;0.9871229999996297
13374;150.0;0.9866259999996154
13918;250.0;0.9860819999995998
14283;0.0;0.9857169999995893
14766;425.0;0.9852339999995754
15206;100.0;0.9847939999995627
15601;25.0;0.9843989999995514
16055;200.0;0.9839449999995383
16432;25.0;0.9835679999995275
16818;25.0;0.9831819999995164
17241;125.0;0.9827589999995042
17683;100.0;0.9823169999994915
18121;200.0;0.9818789999994789
18588;125.0;0.9814119999994655
18965;0.0;0.9810349999994546
19455;525.0;0.9805449999994406
19837;0.0;0.9801629999994296
20284;150.0;0.9797159999994167
20688;75.0;0.9793119999994051
21102;425.0;0.9788979999993932
21517;50.0;0.9784829999993813
21935;150.0;0.9780649999993692
22268;50.0;0.9777319999993597
22718;250.0;0.9772819999993467
23070;75.0;0.9769299999993366
23515;200.0;0.9764849999993238
24076;225.0;0.9759239999993077
24565;100.0;0.9754349999992936
24984;200.0;0.9750159999992816
25370;50.0;0.9746299999992705
25830;175.0;0.9741699999992572
26243;75.0;0.9737569999992454
26644;125.0;0.9733559999992338
27017;25.0;0.9729829999992231
27413;75.0;0.9725869999992117
28047;625.0;0.9719529999991935
28445;25.0;0.971554999999182
28983;150.0;0.9710169999991666
29349;0.0;0.970650999999156
29862;300.0;0.9701379999991413
30277;200.0;0.9697229999991294
30775;225.0;0.969224999999115
31132;50.0;0.9688679999991048
31608;125.0;0.9683919999990911
31963;75.0;0.9680369999990809
32377;250.0;0.967622999999069
32830;225.0;0.967169999999056
33265;150.0;0.9667349999990434
33679;150.0;0.9663209999990315
34257;225.0;0.9657429999990149
34694;175.0;0.9653059999990024
35174;300.0;0.9648259999989885
35646;200.0;0.964353999998975
36087;175.0;0.9639129999989623
36500;200.0;0.9634999999989504
36879;25.0;0.9631209999989395
37293;100.0;0.9627069999989276
37781;150.0;0.9622189999989136
38198;150.0;0.9618019999989016
38584;75.0;0.9614159999988905
39143;650.0;0.9608569999988744
39526;200.0;0.9604739999988634
40046;350.0;0.9599539999988485
40485;100.0;0.9595149999988358
