0;1525.0;1
0;3374.0;1
0;3356.0;1
0;1684.0;1
0;1118.0;1
0;2627.0;1
0;2625.0;1
0;1751.0;1
0;1860.0;1
0;950.0;1
0;2772.0;1
0;5030.0;1
0;1963.0;1
0;1980.0;1
0;1115.0;1
0;2724.0;1
0;2413.0;1
0;3341.0;1
0;5431.0;1
0;1927.0;1
0;747.0;1
0;1700.0;1
0;1296.0;1
0;4876.0;1
0;4913.0;1
0;1910.0;1
0;1406.0;1
0;4463.0;1
0;3272.0;1
0;2692.0;1
0;4271.0;1
0;2497.0;1
0;1977.0;1
0;4697.0;1
0;1997.0;1
0;3748.0;1
0;5279.0;1
0;6601.0;1
125;4487.0;0.9998749999999964
1161;2493.0;0.9988389999999666
2027;1443.0;0.9979729999999417
3382;4074.0;0.9966179999999027
4351;984.0;0.9956489999998749
5669;3733.0;0.994330999999837
7103;2362.0;0.9928969999997957
8567;1880.0;0.9914329999997537
9717;1229.0;0.9902829999997206
10491;1385.0;0.9895089999996983
11128;593.0;0.98887199999968
12250;2020.0;0.9877499999996477
13636;2765.0;0.9863639999996079
15096;3762.0;0.9849039999995659
17038;4384.0;0.9829619999995101
17809;873.0;0.9821909999994879
19833;3920.0;0.9801669999994297
21267;2510.0;0.9787329999993885
22511;2167.0;0.9774889999993527
25136;3199.0;0.9748639999992772
25686;587.0;0.9743139999992614
27121;1999.0;0.9728789999992201
28516;2176.0;0.97148399999918
30309;1570.0;0.9696909999991284
31711;1127.0;0.9682889999990881
33531;5591.0;0.9664689999990358
34525;1044.0;0.9654749999990072
36761;6372.0;0.9632389999989429
38083;3923.0;0.9619169999989049
39505;2951.0;0.960494999998864
41406;6591.0;0.9585939999988093
42186;3726.0;0.9578139999987869
42995;910.0;0.9570049999987637
44427;2108.0;0.9555729999987225
45924;3367.0;0.9540759999986794
47810;2502.0;0.9521899999986252
48632;670.0;0.9513679999986016
49924;2912.0;0.9500759999985644
51244;2100.0;0.9487559999985264
51814;705.0;0.94818599999851
52812;2082.0;0.9471879999984814
54572;3590.0;0.9454279999984307
55639;1558.0;0.9443609999984001
57640;5476.0;0.9423599999983425
58900;2576.0;0.9410999999983063
60110;1486.0;0.9398899999982715
61569;1798.0;0.9384309999982295
62369;1694.0;0.9376309999982065
63305;2199.0;0.9366949999981796
64337;3786.0;0.93566299999815
65883;3290.0;0.9341169999981055
67777;3440.0;0.932222999998051
68809;3131.0;0.9311909999980214
69675;2495.0;0.9303249999979964
70613;1795.0;0.9293869999979695
71377;2606.0;0.9286229999979475
72219;1686.0;0.9277809999979233
74239;7497.0;0.9257609999978652
74963;1342.0;0.9250369999978444
75902;1418.0;0.9240979999978174
76877;1187.0;0.9231229999977894
79117;7512.0;0.9208829999977249
80867;4541.0;0.9191329999976746
82085;1898.0;0.9179149999976396
82941;1669.0;0.917058999997615
85067;3741.0;0.9149329999975538
86056;3421.0;0.9139439999975254
87130;3039.0;0.9128699999974945
88044;1099.0;0.9119559999974682
89267;3212.0;0.9107329999974331
90185;1175.0;0.9098149999974067
91270;1352.0;0.9087299999973755
92550;2985.0;0.9074499999973387
94006;3967.0;0.9059939999972968
95313;2947.0;0.9046869999972592
97071;2657.0;0.9029289999972087
98322;2795.0;0.9016779999971727
99122;1083.0;0.9008779999971497
100319;974.0;0.8996809999971153
101526;1895.0;0.8984739999970806
102422;1804.0;0.8975779999970548
103702;2910.0;0.896297999997018
104519;1247.0;0.8954809999969945
105337;1357.0;0.894662999996971
106651;4003.0;0.8933489999969332
107670;1570.0;0.8923299999969039
109169;2580.0;0.8908309999968608
